image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,practice_complete.keys,practice_complete.rt,boxes_checked,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_2,trial_complete.keys,trial_complete.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_3,Image_List_4,Image_List_5
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,frontLawn5.jpg,space,1.63245,"[0.03702409478168264,0.021349174653887113]","[-0.30102253061767836,-0.30102253061767836]","[1,1]","[0,0]","[0,0]","[0.9637849999999162,1.379864999995334]","[""trial_ahead_box""]",0,70,70,46,1,flowershop.jpg,farmersmarket4.jpg,fountain4.jpg,dormroom6.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_sharp_left_box"",""trial_left_box"",""trial_slight_left_box"",""trial_ahead_box"",""trial_slight_right_box"",""trial_right_box"",""trial_sharp_right_box""]",,,,,,,,,,,,farm1.jpg,space,8.73447,"[-0.5755000332800851,-0.39473093051118213,-0.14867462060702874,-0.18772048056443025,-0.03839689829605964,0.013212193823216187,0.20909461528221512,0.40975272896698617,0.5816485290202343,0.587867744941427]","[-0.28629609291799785,-0.28162024094781685,-0.2852144901490948,-0.29088042465388714,-0.29169994675186367,-0.30183789270500533,-0.310669595314164,-0.30385549787007454,-0.3276382787539936,-0.302823815228967]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[2.963880000003087,3.4629050000004327,4.362880000000587,5.080310000005056,5.6143500000036966,6.11349999999959,6.929585000005318,7.530865000000745,8.079864999999813,8.480525000006537]","[""trial_sharp_left_box"",""trial_left_box"",""trial_slight_left_box"",""trial_ahead_box"",""trial_slight_right_box"",""trial_right_box"",""trial_sharp_right_box""]",0,71,71,40,1,drycleaners4.jpg,drymountains.jpg,dugout1.jpg,clothingstore3.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_slight_right_box""]",,,,,,,,,,,,dancestudio5.jpg,space,2.777905,"[0.019252529286474973,0.21242678381256655]","[-0.29736588125665603,-0.31307408146964855]","[1,1]","[0,0]","[0,0]","[1.9147099999972852,2.513639999997281]","[""trial_ahead_box"",""trial_slight_right_box""]",0,72,72,28,1,churchInside1.jpg,citystreet10.jpg,clothingstore5.jpg,bridalboutique2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,[],,,,,,,,,,,,horsebarn11.jpg,space,1.931085,[-0.37488351970181044],[-0.2975905218317359],[1],[0],[0],[1.6956849999990027],[],0,73,73,54,1,greenhouse2.jpg,gazebo2.jpg,homegarage4.jpg,frontFoyer.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_right_box""]",,,,,,,,,,,,basketballcourt4.jpg,space,50.29845,[0.19625266240681577],[-0.2840205670926518],[1],[0],[0],[48.6299549999967],"[""trial_slight_right_box""]",0,74,74,11,1,backyard2.jpg,bambooforest3.jpg,baywindow5.jpg,backyard1.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_right_box"",""trial_right_box""]",,,,,,,,,,,,hut3.jpg,space,2.86219,"[0.20067475372736954,0.43157198482428116,0.38216769834930775]","[-0.32064114084132056,-0.3048580604366347,-0.2879184970713525]","[1,1,1]","[0,0,0]","[0,0,0]","[1.4795799999992596,2.0469200000005685,2.6129599999985658]","[""trial_slight_right_box"",""trial_right_box""]",0,75,75,56,1,grocerystore5.jpg,golfcourse10.jpg,hut1.jpg,gasstation2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,wineVineyard8.jpg,space,1.68323,[-0.010017305644302449],[-0.2883053780617678],[1],[0],[0],[1.213219999997932],"[""trial_ahead_box""]",0,76,76,98,1,weightroom5.jpg,warehouse3.jpg,winebarrel4.jpg,winebarrel2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_right_box"",""trial_right_box""]",,,,,,,,,,,,poolhall2.jpeg,space,3.816225,"[0.19849074813631523,0.38684771033013843]","[-0.3020833333333333,-0.310211994142705]","[1,1]","[0,0]","[0,0]","[2.681255000003148,3.5307150000007823]","[""trial_slight_right_box"",""trial_right_box""]",0,77,77,79,1,pasture.jpg,playground9.jpg,pier2.jpg,observatory2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_sharp_left_box"",""trial_left_box"",""trial_sharp_right_box""]",,,,,,,,,,,,courtroom3.jpg,space,6.649885,"[-0.5979848908413206,-0.3861987486687966,0.6351296259318424,0.592031915601704]","[-0.284877529286475,-0.2905892239084132,-0.3124833599574015,-0.3026574148029819]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.4805950000009034,4.996675000002142,6.014709999995716,6.497084999995195]","[""trial_sharp_left_box"",""trial_left_box"",""trial_sharp_right_box""]",0,78,78,27,1,castle3.jpg,churchInside4.jpg,closet.jpg,brewery2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_slight_right_box"",""trial_right_box""]",,,,,,,,,,,,volleyballcourt.jpg,space,2.717265,"[0.015221478966986156,0.18183406549520767,0.4119408945686901]","[-0.2911841054313099,-0.29131306576144833,-0.30488718051118213]","[1,1,1]","[0,0,0]","[0,0,0]","[1.3475900000050842,1.8472499999990077,2.5479350000024397]","[""trial_ahead_box"",""trial_slight_right_box"",""trial_right_box""]",0,79,79,92,1,staircase.jpg,skatepark7.jpg,tvstudio2.jpg,soccerfield2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box""]",,,,,,,,,,,,eyeglassstore9.jpg,space,3.43375,[-0.18013262113951012],[-0.31003311368477104],[1],[0],[0],[1.7809500000003027],"[""trial_slight_left_box""]",0,80,80,39,1,driveway6.jpg,drycleaners6.jpg,drymountains5.jpg,cliff5.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_left_box""]",,,,,,,,,,,,wineVineyard2.jpg,space,3.93404,[-0.40485223642172524],[-0.2904810636315229],[1],[0],[0],[3.3973850000036236],"[""trial_left_box""]",0,81,81,97,1,warehouseoutside4.jpg,waitingroom4.jpg,winebarrel3.jpg,warehouseoutside3.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_right_box"",""trial_slight_right_box""]",,,,,,,,,,,,bowlingalley3.jpg,space,4.499235,"[0.3972144568690096,0.20968117678381257]","[-0.288783779286475,-0.283392405484558]","[1,1]","[0,0]","[0,0]","[3.3805799999972805,4.346044999998412]","[""trial_right_box"",""trial_slight_right_box""]",0,82,82,13,1,balconyIN2.jpg,beach2.jpg,boardwalk4.jpg,backyard6.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,dock3.jpg,space,1.333035,[-0.0013644834930777424],[-0.29682091986155484],[1],[0],[0],[1.163389999994365],"[""trial_ahead_box""]",0,83,83,35,1,deck5.jpg,cubicle7.jpg,dining_car6.jpg,carmechanic2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_left_box"",""trial_right_box""]",,,,,,,,,,,,banquetHall2.jpg,space,8.58369,"[-0.4241214057507987,0.3922016440362087]","[-0.30308173588924386,-0.30650958466453676]","[1,1]","[0,0]","[0,0]","[4.297944999998435,5.815119999999524]","[""trial_left_box"",""trial_right_box""]",0,84,84,6,1,ATM1.jpg,auto_showroom5.jpg,baggageClaim1.jpg,apartmentBuilding3.jpg
