presentedImage,sharp_left,left,slight_left,ahead,slight_right,right,sharp_right
elevatorOutside2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fabricstore2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farm2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fireplace4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firestation5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forestpath2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fountain.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontFoyer.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontLawn2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gasstation2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gazebo.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grocerystore2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grocerystore3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hallway.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfield6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfield7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
highway2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
homegarage2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
homeoffice8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
horsebarn9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hospitalroom2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hospitalroom3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icecream2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
igloo.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jewelrystore.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kindergarten_classroom.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
library_aisle9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lightingstore2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lockerroom.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lookout4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mallindoor6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observatory1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observatory2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parkinggarage4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasture8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
postoffice4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
readingroom2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooftop2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooftop3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooftop4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandbox.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sculpturegarden3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shoestore4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sidewalk3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soccerfield2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tenniscourt.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trainStation3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tvstudio3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
warehouse1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
warehouseoutside3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
winebarrel2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yogastudio1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
