presentedImage,participant,ahead,right,left,sharp_right,slight_right,slight_left,sharp_left
arcade1.jpg,44025,0.0,1.0,0.0,0.0,0.0,0.0,1.0
arcade1.jpg,44213,,,,,,,
arcade1.jpg,44225,,,,,,,
arcade1.jpg,44239,,,,,,,
arcade1.jpg,44273,,,,,,,
arcade1.jpg,44288,0.0,1.0,0.0,0.0,0.0,0.0,0.0
arcade1.jpg,44299,0.0,1.0,1.0,0.0,0.0,0.0,0.0
arcade1.jpg,44313,,,,,,,
arcade1.jpg,44317,,,,,,,
arcade1.jpg,44332,,,,,,,
arcade1.jpg,44380,,,,,,,
arcade1.jpg,44401,,,,,,,
arcade1.jpg,44458,1.0,1.0,0.0,0.0,1.0,0.0,1.0
arcade1.jpg,44474,0.0,1.0,1.0,0.0,0.0,0.0,0.0
arcade1.jpg,44477,,,,,,,
arcade1.jpg,44513,,,,,,,
arcade1.jpg,44518,,,,,,,
arcade1.jpg,44525,0.0,1.0,0.0,0.0,1.0,0.0,0.0
arcade1.jpg,44545,,,,,,,
arcade1.jpg,44580,0.0,0.0,0.0,1.0,0.0,0.0,0.0
arcade1.jpg,44585,0.0,1.0,0.0,0.0,0.0,0.0,1.0
arcade1.jpg,44607,,,,,,,
arcade1.jpg,44609,1.0,1.0,1.0,0.0,0.0,0.0,0.0
arcade1.jpg,44613,1.0,1.0,1.0,0.0,0.0,0.0,0.0
arcade2.jpg,43899,1.0,0.0,0.0,0.0,0.0,0.0,0.0
arcade2.jpg,43965,0.0,0.0,0.0,0.0,0.0,1.0,0.0
arcade2.jpg,43992,,,,,,,
arcade2.jpg,44033,0.0,0.0,0.0,0.0,0.0,0.0,1.0
arcade2.jpg,44076,0.0,1.0,0.0,0.0,0.0,0.0,0.0
arcade2.jpg,44365,1.0,0.0,0.0,0.0,0.0,1.0,0.0
arcade2.jpg,44368,0.0,0.0,0.0,0.0,0.0,0.0,1.0
arcade2.jpg,44422,,,,,,,
arcade2.jpg,44532,,,,,,,
arcade2.jpg,44533,,,,,,,
arcade2.jpg,44579,1.0,0.0,0.0,0.0,0.0,0.0,0.0
artStudio1.jpg,43851,,,,,,,
artStudio1.jpg,44020,0.0,0.0,0.0,1.0,0.0,0.0,1.0
artStudio1.jpg,44124,,,,,,,
artStudio1.jpg,44237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artStudio1.jpg,44386,0.0,0.0,0.0,1.0,0.0,0.0,1.0
artStudio1.jpg,44406,1.0,0.0,0.0,0.0,1.0,1.0,0.0
artStudio1.jpg,44526,,,,,,,
artStudio3.jpg,43851,,,,,,,
artStudio3.jpg,44020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artStudio3.jpg,44124,,,,,,,
artStudio3.jpg,44237,0.0,0.0,0.0,0.0,1.0,1.0,0.0
artStudio3.jpg,44386,0.0,1.0,1.0,0.0,0.0,0.0,0.0
artStudio3.jpg,44406,1.0,0.0,1.0,0.0,0.0,1.0,0.0
artStudio3.jpg,44526,,,,,,,
attic1.jpg,43812,,,,,,,
attic1.jpg,43823,,,,,,,
attic1.jpg,43974,,,,,,,
attic1.jpg,44025,1.0,0.0,0.0,0.0,0.0,0.0,0.0
attic1.jpg,44213,,,,,,,
attic1.jpg,44225,,,,,,,
attic1.jpg,44239,,,,,,,
attic1.jpg,44273,,,,,,,
attic1.jpg,44288,0.0,0.0,1.0,0.0,0.0,0.0,0.0
attic1.jpg,44299,1.0,1.0,0.0,0.0,0.0,0.0,0.0
attic1.jpg,44313,,,,,,,
attic1.jpg,44317,,,,,,,
attic1.jpg,44332,,,,,,,
attic1.jpg,44380,,,,,,,
attic1.jpg,44401,,,,,,,
attic1.jpg,44458,0.0,0.0,1.0,0.0,0.0,1.0,0.0
attic1.jpg,44474,0.0,0.0,1.0,0.0,0.0,0.0,0.0
attic1.jpg,44477,,,,,,,
attic1.jpg,44513,,,,,,,
attic1.jpg,44518,,,,,,,
