presentedImage,participant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
aquarium1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcade1.jpg,46617,-0.5556045,-0.5556045,-0.5556045,-0.5556045,-0.5556045,-0.5556045,-0.5556045,0.2274623,0.9545957,1.178329,2.912263,0.2833956,-0.5556045,-0.5556045,-0.5556045,,,,,,,,,,,,,,,,,,,,,
arcade2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artStudio1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artStudio3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attic1.jpg,46617,-0.3891101,-0.3891101,-0.3891101,-0.3891101,-0.3891101,-0.3891101,-0.3891101,2.811635,2.058518,-0.200831,-0.3891101,-0.3891101,-0.3891101,-0.3891101,-0.3891101,,,,,,,,,,,,,,,,,,,,,
attic2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attic3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attic4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_showroom1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_showroom3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_showroom4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auto_showroom5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
backstage1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
backstage2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
backyard1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
backyard2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
backyard5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
backyard6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baggageClaim1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baggageClaim2.jpg,46617,-0.5478122,-0.5478122,-0.5478122,-0.5478122,-0.5478122,-0.5478122,-0.5478122,-0.212417,0.1788775,0.1788775,0.5142727,3.085636,1.185063,-0.5478122,-0.5478122,,,,,,,,,,,,,,,,,,,,,
baggageClaim3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baggageClaim4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balconyIN.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balconyIN2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ballroom1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ballroom2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ballroom3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ballroom4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bambooforest.jpg,46617,-0.5562772,-0.5562772,-0.5562772,-0.5562772,-0.5562772,-0.5562772,1.813464,1.446321,0.6786581,2.180607,-0.5562772,-0.5562772,-0.5562772,-0.5562772,-0.5562772,,,,,,,,,,,,,,,,,,,,,
bambooforest3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bambooforest4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bambooforest5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banquetHall2.jpg,46617,-0.6375841,-0.6375841,0.1076441,2.260525,1.680904,1.5981,0.06624252,-0.1407653,-0.4719779,-0.6375841,-0.6375841,-0.6375841,-0.6375841,-0.6375841,-0.6375841,,,,,,,,,,,,,,,,,,,,,
banquetHall4.jpg,46617,-0.3736248,-0.3736248,-0.3736248,-0.3736248,3.521613,0.3020797,0.1430904,0.06359573,-0.2941302,-0.3736248,-0.3736248,-0.3736248,-0.3736248,-0.3736248,-0.3736248,,,,,,,,,,,,,,,,,,,,,
banquetHall6.jpg,46617,-0.4627078,-0.4627078,-0.4627078,-0.4627078,-0.4627078,-0.4627078,2.535908,0.2785231,2.266369,0.008984609,-0.4627078,-0.4627078,-0.4627078,-0.4627078,-0.4627078,,,,,,,,,,,,,,,,,,,,,
bar.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bar2.jpg,46617,-0.7367067,-0.7367067,-0.7367067,2.784913,0.07286107,-0.1700093,-0.2104876,-0.2914444,-0.2104876,-0.1700093,0.07286107,1.813432,-0.008095708,-0.7367067,-0.7367067,,,,,,,,,,,,,,,,,,,,,
bar8.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barbershop2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barbershop3.jpg,46617,-0.370663,-0.370663,-0.370663,-0.370663,-0.370663,-0.370663,-0.370663,1.859598,2.959022,-0.370663,-0.370663,-0.370663,-0.370663,-0.370663,-0.370663,,,,,,,,,,,,,,,,,,,,,
baseball6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basement.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basement5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basement6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basketballcourt.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basketballcourt3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basketballcourt4.jpg,46617,-0.6710913,-0.6710913,-0.5939543,1.758722,0.2159834,0.06170956,-0.1697012,0.2931203,0.4859627,2.645797,-0.6710913,-0.6710913,-0.6710913,-0.6710913,-0.6710913,,,,,,,,,,,,,,,,,,,,,
basketballcourt7.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baywindow5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach1.jpeg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedroom6.jpg,46617,-0.3673066,-0.3673066,-0.3673066,-0.3673066,-0.3673066,-0.3673066,-0.3673066,-0.0871575,0.2396831,0.3797576,3.508089,-0.3673066,-0.3673066,-0.3673066,-0.3673066,,,,,,,,,,,,,,,,,,,,,
bikerack1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bistrooutdoor5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bistrooutdoor6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bleachers5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bleachers6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bleachers7.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bleachers8.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boardwalk.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boardwalk2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boardwalk4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boardwalk6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botanicalGarden4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botanicalGarden5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botanicalGarden6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botanicalGarden7.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bowlingalley3.jpg,46617,-0.5736392,-0.5736392,-0.5736392,-0.5736392,1.788405,1.282252,0.9448175,2.182079,-0.461161,-0.5736392,-0.5736392,-0.5736392,-0.5736392,-0.5736392,-0.5736392,,,,,,,,,,,,,,,,,,,,,
bowlingalley5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breakroom2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breakroom4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breakroom5.jpg,46617,-0.5120831,-0.5120831,-0.5120831,0.7293304,3.212158,0.4965654,0.4965654,0.186212,-0.5120831,-0.5120831,-0.5120831,-0.5120831,-0.5120831,-0.5120831,-0.5120831,,,,,,,,,,,,,,,,,,,,,
brewery2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brewery4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridalboutique2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridalboutique3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bus_shelter.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bus_shelter3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabin3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabin4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabinIndoors.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabinIndoors5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafeteria1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafeteria5.jpg,46617,-0.4118498,-0.4118498,-0.4118498,-0.4118498,-0.4118498,-0.4118498,-0.4118498,0.08782092,2.722448,2.131928,-0.4118498,-0.4118498,-0.4118498,-0.4118498,-0.4118498,,,,,,,,,,,,,,,,,,,,,
cafeteria6.jpg,46617,-0.3788348,-0.3788348,-0.3788348,-0.3788348,3.501912,0.4181043,0.1755576,0.002309966,-0.3095358,-0.3788348,-0.3788348,-0.3788348,-0.3788348,-0.3788348,-0.3788348,,,,,,,,,,,,,,,,,,,,,
campsite.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campsite3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campsite6.jpg,46617,-0.5419888,-0.5419888,1.121791,0.4033405,0.1764615,-0.05041755,-0.05041755,3.163702,-0.4285493,-0.5419888,-0.5419888,-0.5419888,-0.5419888,-0.5419888,-0.5419888,,,,,,,,,,,,,,,,,,,,,
campsite7.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campusquad1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campusquad2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campusquad3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campusquad4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cargo5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carmechanic.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carmechanic2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carmechanic4.jpeg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casino1.jpg,46617,-0.3274296,-0.3274296,-0.3274296,-0.3274296,-0.3274296,-0.3274296,3.496245,0.6614518,-0.2285415,-0.3274296,-0.3274296,-0.3274296,-0.3274296,-0.3274296,-0.3274296,,,,,,,,,,,,,,,,,,,,,
casino3.jpg,46617,-0.9417631,-0.9417631,-0.9417631,1.57052,1.158671,0.8703758,0.8703758,0.7880059,0.582081,1.158671,-0.4063585,-0.9417631,-0.9417631,-0.9417631,-0.9417631,,,,,,,,,,,,,,,,,,,,,
castle2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castle3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castle4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cave.jpg,46617,-0.5776429,-0.5776429,-0.5776429,-0.5776429,-0.5776429,-0.5776429,-0.5776429,1.35476,1.91578,1.728773,1.35476,-0.5776429,-0.5776429,-0.5776429,-0.5776429,,,,,,,,,,,,,,,,,,,,,
cave4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cave5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cave6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cemetery.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cemetery3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cemetery5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cemetery6.jpg,46617,-0.3937529,-0.3937529,-0.3937529,-0.3937529,-0.3937529,-0.3937529,1.298,3.227191,0.1998444,-0.3937529,-0.3937529,-0.3937529,-0.3937529,-0.3937529,-0.3937529,,,,,,,,,,,,,,,,,,,,,
checkoutcounter2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkoutcounter9.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
church3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
church4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
church6.jpg,46617,-0.4472247,-0.4472247,-0.4472247,-0.4472247,-0.4472247,-0.4472247,-0.4472247,0.2424209,0.367811,0.6185912,3.377174,-0.1337494,-0.4472247,-0.4472247,-0.4472247,,,,,,,,,,,,,,,,,,,,,
church8.jpg,46617,-0.6184011,-0.6184011,-0.6184011,-0.6184011,-0.6184011,-0.6184011,-0.6184011,-0.1869585,0.5321125,0.3882983,0.8197408,1.179276,2.83314,-0.6184011,-0.6184011,,,,,,,,,,,,,,,,,,,,,
churchInside1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
churchInside3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
churchInside4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citystreet10.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citystreet9.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classroom1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cliff2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cliff3.jpg,46617,-0.7149277,-0.7149277,-0.7149277,-0.08410915,2.252256,1.364437,0.8738005,1.06071,0.8504369,-0.5981094,-0.7149277,-0.7149277,-0.7149277,-0.7149277,-0.7149277,,,,,,,,,,,,,,,,,,,,,
cliff5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
closet.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clothingstore2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clothingstore3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clothingstore5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conference3.jpg,46617,-0.5788747,-0.5788747,-0.5788747,-0.5788747,-0.5788747,-0.5788747,-0.5788747,2.742537,0.8920364,0.8445876,1.271626,0.03795901,-0.5788747,-0.5788747,-0.5788747,,,,,,,,,,,,,,,,,,,,,
conference4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
constructionSite2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
constructionSite4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copyroom2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cornfield2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cornfield4.jpg,46617,-0.2630603,-0.2630603,-0.2630603,-0.2630603,-0.2630603,-0.2630603,-0.2630603,3.61422,-0.1944359,-0.2630603,-0.2630603,-0.2630603,-0.2630603,-0.2630603,-0.2630603,,,,,,,,,,,,,,,,,,,,,
courthouse1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
courthouse2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
courthouse4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
courtroom2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
courtroom3.jpg,46617,-0.5930659,-0.5930659,-0.5930659,2.456988,1.694474,1.122589,0.5507041,0.1059047,-0.5930659,-0.5930659,-0.5930659,-0.5930659,-0.5930659,-0.5930659,-0.5930659,,,,,,,,,,,,,,,,,,,,,
cubicle4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cubicle7.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dancestudio5.jpg,46617,-0.7571157,-0.7571157,-0.7571157,-0.7571157,-0.7571157,-0.6079031,0.9671186,0.3868474,1.248965,1.000277,2.127661,0.9339603,-0.7571157,-0.7571157,-0.7571157,,,,,,,,,,,,,,,,,,,,,
dancestudio6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deck1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deck2.jpg,46617,-0.5087849,-0.5087849,-0.5087849,-0.5087849,-0.5087849,-0.5087849,-0.5087849,-0.2152552,0.1271963,0.5185694,1.986218,2.671121,-0.5087849,-0.5087849,-0.5087849,,,,,,,,,,,,,,,,,,,,,
deck4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deck5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dentist2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dentist4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desertvegetation2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desertvegetation3.jpg,46617,-0.49198,-0.49198,-0.49198,-0.49198,-0.49198,-0.49198,0.1694082,2.292813,2.397242,0.5523172,-0.49198,-0.49198,-0.49198,-0.49198,-0.49198,,,,,,,,,,,,,,,,,,,,,
desertvegetation6.jpg,46617,-0.3391758,-0.3391758,-0.3391758,-0.3391758,-0.3391758,-0.3391758,-0.3391758,1.024901,3.384384,-0.3391758,-0.3391758,-0.3391758,-0.3391758,-0.3391758,-0.3391758,,,,,,,,,,,,,,,,,,,,,
diner10.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diner11.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diner12.jpg,46617,-0.4723064,-0.4723064,-0.4723064,1.036027,3.275673,0.1675926,0.1218855,0.0304714,-0.3808922,-0.4723064,-0.4723064,-0.4723064,-0.4723064,-0.4723064,-0.4723064,,,,,,,,,,,,,,,,,,,,,
diner14.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dining_car.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dining_car2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dining_car3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dining_car6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diningroom1.jpg,46617,-0.6230145,-0.6230145,-0.6230145,-0.6230145,-0.6230145,-0.6230145,-0.6230145,-0.1732447,0.07662748,0.2265508,1.725783,2.325477,1.425937,-0.6230145,-0.6230145,,,,,,,,,,,,,,,,,,,,,
diningroom3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diningroom5.jpg,46617,-0.5616224,-0.5616224,-0.5616224,-0.5616224,-0.5616224,-0.5616224,-0.5616224,-0.272788,0.0641854,0.0641854,0.7862713,2.808112,1.604635,-0.5616224,-0.5616224,,,,,,,,,,,,,,,,,,,,,
dinosaur4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dock1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dock2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dock3.jpg,46617,-0.263742,-0.263742,-0.263742,-0.263742,-0.263742,-0.263742,-0.263742,3.614049,-0.1854028,-0.263742,-0.263742,-0.263742,-0.263742,-0.263742,-0.263742,,,,,,,,,,,,,,,,,,,,,
dock4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doctor1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dormroom6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dormroom9.jpg,46617,-0.951457,-0.951457,-0.951457,-0.951457,0.9215591,0.3675684,0.4730905,1.343647,0.1301439,0.44671,1.47555,1.50193,-0.951457,-0.951457,-0.951457,,,,,,,,,,,,,,,,,,,,,
driveway4.jpg,46617,-0.3544419,-0.3544419,-0.3544419,-0.3544419,-0.3544419,-0.3544419,-0.3544419,1.368146,3.239599,-0.3544419,-0.3544419,-0.3544419,-0.3544419,-0.3544419,-0.3544419,,,,,,,,,,,,,,,,,,,,,
driveway6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
driveway7.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
driveway8.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drycleaners4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drycleaners6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drymountains.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drymountains3.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drymountains5.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drymountains6.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dugout1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dugout2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dugout4.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elevatorOutside1.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elevatorOutside2.jpg,46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
